Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,base_bonus,other_bonus
953,DGS,Department of General Services,Real Estate Office,F,111407.0,0.0,0.0,90001,Senior,Pacific Islander,3,9,Bachelor,233954.7,0.0
954,DOT,Department of Transportation,Transit Nicholson Ride On,M,42601.0,0.0,0.0,19102,Manager,Pacific Islander,5,8,High School,89462.1,0.0
955,HHS,Department of Health and Human Services,School Health Services,F,45821.71,146.53,0.0,77001,Junior,Other,3,4,Bachelor,50403.881,51.2855
956,DOT,Department of Transportation,Parking Management Parking Operations,M,111407.0,0.0,2213.12,90001,Manager,Other,2,1,High School,44562.8,553.28
957,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,79429.76,684.88,0.0,92101,Assistant,Asian,4,8,High School,158859.52,239.708
958,POL,Department of Police,PSB 1st District Patrol,M,64209.0,185.23,0.0,10001,Manager,Native American,5,9,Ph.D,147680.7,64.83049999999999
959,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,68261.0,10827.28,0.0,77001,Junior,Native American,4,10,Master,163826.4,3789.548
960,COR,Correction and Rehabilitation,MSD Fiscal Services,F,72930.0,0.0,2172.56,78201,Junior,Asian,1,7,Ph.D,109395.0,543.14
961,HHS,Department of Health and Human Services,School Health Services,M,89568.18,0.0,0.0,75201,Senior,Black,2,5,Bachelor,107481.816,0.0
962,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,65951.0,8235.34,0.0,75201,Assistant,Other,5,5,Ph.D,98926.5,2882.369
963,FRS,Fire and Rescue Services,Station 34,M,78788.0,235.63,0.0,10001,Senior,White,2,4,High School,78788.0,82.47049999999999
964,OIG,Office of the Inspector General,Inspector General Staff,M,75000.0,0.0,0.0,90001,Senior,Hispanic,5,6,Master,127500.0,0.0
965,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,116825.0,0.0,2320.24,95113,Manager,Other,2,3,High School,93460.0,580.06
966,CCL,County Council,CCL 01 Council Members and Staff,F,55825.0,0.0,0.0,85001,Senior,Hispanic,3,4,Master,61407.5,0.0
967,POL,Department of Police,CRB Community Engagement Division Community Resource Section,F,95112.0,2427.8,6724.51,90001,Assistant,Asian,2,7,Master,152179.2,2530.8575
968,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,M,101350.0,0.0,0.0,78201,Assistant,Native American,5,10,Bachelor,253375.0,0.0
969,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,109750.92,366.8,0.0,92101,Manager,Asian,5,6,Bachelor,186576.564,128.38
970,REC,Department of Recreation,Aquatic Team Management,M,75411.98,0.0,0.0,92101,Junior,Native American,3,4,Master,82953.178,0.0
971,POL,Department of Police,PSB 5th District Patrol,M,91894.0,2841.65,0.0,77001,Senior,White,1,5,Bachelor,101083.4,994.5775
972,FRS,Fire and Rescue Services,Station 35,M,61040.0,28805.28,0.0,90001,Assistant,White,4,6,High School,97664.0,10081.847999999998
973,DOT,Department of Transportation,Transit Nicholson Ride On,F,69604.0,2861.84,0.0,90001,Manager,Black,2,1,Ph.D,27841.6,1001.644
974,HCA,Department of Housing and Community Affairs,Common Ownership Community Program,F,57811.38,0.0,0.0,60601,Senior,Other,3,7,High School,98279.346,0.0
975,POL,Department of Police,PSB 6th District Patrol,M,77370.0,590.98,0.0,77001,Assistant,Black,5,1,Master,54159.0,206.843
976,DGS,Department of General Services,Facilities Maintenance,M,76398.18,1736.79,0.0,78201,Senior,Other,1,9,High School,145156.542,607.8765
977,FRS,Fire and Rescue Services,Duty Operations Chief's Office,M,150943.0,0.0,10774.32,92101,Junior,Black,4,7,High School,271697.4,2693.58
978,OMB,Office of Management and Budget,Special Projects,F,122547.7,0.0,0.0,78201,Manager,Hispanic,5,5,Master,183821.55,0.0
979,FRS,Fire and Rescue Services,Procurement,M,125583.6,0.0,0.0,78201,Junior,Native American,4,1,Master,75350.16,0.0
980,TBS,Department of Technology and Enterprise Business Solutions,OBP Public Safety Data Systems,F,128483.0,186.23,1772.64,78201,Manager,Other,2,9,Ph.D,256966.00000000003,508.3405
981,DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604.0,8949.24,0.0,77001,Manager,Asian,3,9,High School,146168.40000000002,3132.234
982,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,113656.0,0.0,0.0,90001,Junior,Pacific Islander,1,10,Master,238677.6,0.0
983,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,169856.0,0.0,0.0,90001,Senior,Other,2,8,Master,305740.80000000005,0.0
984,DOT,Department of Transportation,Highway Services,M,106171.98,42937.68,0.0,19102,Assistant,Native American,5,7,Master,201726.762,15028.187999999998
985,FRS,Fire and Rescue Services,Rescue 1,M,96088.0,3207.64,0.0,77001,Assistant,Asian,4,4,Ph.D,115305.6,1122.674
986,DOT,Department of Transportation,Transit Nicholson Ride On,M,48884.86,10431.59,0.0,85001,Manager,White,3,10,High School,112435.178,3651.0565
987,POL,Department of Police,MSB Communications Division,M,111407.0,99.73,6735.04,85001,Senior,Hispanic,1,8,Master,189391.9,1718.6655
988,DOT,Department of Transportation,Transportation Management,M,111898.39,0.0,0.0,77001,Junior,Native American,4,9,High School,246176.458,0.0
989,PIO,Office of Public Information,Information,M,168349.65,0.0,0.0,85001,Manager,Native American,2,10,Master,370369.23,0.0
990,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,82673.0,1729.01,0.0,90001,Senior,Native American,5,5,Ph.D,124009.50000000004,605.1535
991,DEP,Department of Environmental Protection,Communications and Public Engagement,F,116825.0,0.0,0.0,19102,Senior,Native American,2,5,Bachelor,140190.0,0.0
992,POL,Department of Police,MSB Communications Division,M,91862.16,8862.98,0.0,60601,Senior,Black,2,8,Ph.D,165351.888,3102.043
993,LIB,Department of Public Libraries,Public Service Administration,F,92211.0,0.0,2746.64,78201,Junior,Other,3,10,Bachelor,212085.3,686.66
994,FRS,Fire and Rescue Services,Station 18,M,71062.0,37683.8,0.0,95113,Senior,Native American,5,4,High School,92380.6,13189.33
995,LIB,Department of Public Libraries,Wheaton Library,F,63425.0,0.0,3835.52,90001,Junior,Black,4,6,Bachelor,101480.0,958.88
996,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56097.49,0.0,0.0,85001,Manager,Native American,1,9,Master,106585.231,0.0
997,POL,Department of Police,MSB Personnel Division Administration,F,101350.0,0.0,0.0,90001,Junior,White,2,8,High School,182430.0,0.0
998,HHS,Department of Health and Human Services,School Health Services,F,106250.0,0.0,0.0,92101,Assistant,Native American,2,10,Bachelor,233750.0,0.0
999,POL,Department of Police,PSB 6th District Patrol,M,77370.0,3755.34,0.0,85001,Manager,White,1,6,Master,100581.0,1314.369
1000,HHS,Department of Health and Human Services,School Health Services,F,60903.5,2408.05,3877.15,75201,Assistant,Other,4,4,High School,73084.20000000001,1812.105
