Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,other_bonus,base_bonus
920,LIB,Department of Public Libraries,Bethesda Library,F,24837.43,0.0,0.0,10001,Junior,Hispanic,5,5,Bachelor,0.0,1242.3542771853845
921,POL,Department of Police,Patrol Services Bureau,M,109849.0,2715.54,2650.89,90001,Assistant,Other,3,10,High School,1613.1615,134706.30499843167
922,SHF,Sheriff's Office,Court and Transport,M,105514.0,51.05,0.0,10001,Manager,Black,4,8,Ph.D,17.867499999999996,1459.4145389267037
923,SHF,Sheriff's Office,Court and Transport,M,116075.0,3209.03,5419.68,95113,Senior,Hispanic,3,10,Bachelor,2478.0805,206948.6423038717
924,FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,111407.0,0.0,0.0,92101,Junior,Hispanic,1,10,Ph.D,0.0,-32.96794059444101
925,POL,Department of Police,PSB 6th District Patrol,M,99865.0,3369.37,3469.57,19102,Manager,Black,4,7,Ph.D,2046.672,170915.25839921247
926,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,109262.0,47068.2,3797.04,19102,Junior,Hispanic,1,4,Bachelor,17423.129999999997,1455233.5187206194
927,FRS,Fire and Rescue Services,Third Battalion - Administration,M,105707.0,30883.48,0.0,75201,Assistant,Pacific Islander,5,2,Master,10809.218,902806.6884480772
928,FRS,Fire and Rescue Services,Station 18,M,96088.0,23728.82,0.0,78201,Assistant,Other,4,1,Bachelor,8305.087,693649.2108588361
929,FRS,Fire and Rescue Services,Station 14,M,96088.0,28136.05,6794.32,77001,Junior,Pacific Islander,2,6,Master,11546.197499999998,964362.8822953558
930,LIB,Department of Public Libraries,Davis Library,F,20904.13,0.0,0.0,75201,Assistant,Asian,4,9,Master,0.0,1242.3542771853845
931,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,48073.0,346.8,0.0,60601,Junior,White,5,7,High School,121.38,10105.293448199543
932,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,59870.72,0.0,0.0,78201,Assistant,Native American,5,8,Master,0.0,-32.96794059444101
933,POL,Department of Police,PSB 3rd District Patrol,M,99865.0,19.01,7060.43,92101,Assistant,Asian,4,8,High School,1771.761,147953.3241707173
934,FRS,Fire and Rescue Services,Station 15,M,105707.0,50668.7,0.0,10001,Assistant,Hispanic,5,8,Bachelor,17734.045,1481202.686126262
935,HHS,Department of Health and Human Services,School Health Services,F,106250.0,0.0,0.0,92101,Senior,Native American,1,4,Bachelor,0.0,1242.3542771853845
936,FRS,Fire and Rescue Services,Station 25,M,64091.0,15475.98,0.0,60601,Senior,Pacific Islander,4,5,High School,5416.593,452387.8235465681
937,HHS,Department of Health and Human Services,Public Health Services Division,F,84822.04,0.0,0.0,78201,Junior,Hispanic,5,9,Bachelor,0.0,1242.3542771853845
938,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,19102,Senior,Pacific Islander,4,7,Master,0.0,-32.96794059444101
939,DGS,Department of General Services,Facilities Maintenance,F,50426.0,3266.48,1502.8,19102,Manager,Hispanic,5,5,Bachelor,1518.968,23878.57067788131
940,POL,Department of Police,POL 47 PSB 2nd District Patrol,M,95112.0,1098.89,5812.55,77001,Assistant,White,1,2,Bachelor,1837.749,153464.97017931624
941,HHS,Department of Health and Human Services,School Health Services,F,37275.88,199.7,0.0,92101,Senior,Asian,3,5,High School,69.895,2283.9551175761244
942,DOT,Department of Transportation,Transit Silver Spring Ride On,M,44091.59,2047.5,0.0,90001,Junior,White,2,8,Bachelor,716.625,59823.116815909845
943,ABS,Alcohol Beverage Services,Beer Delivery Operations,M,45634.8,3481.04,0.0,60601,Manager,Native American,5,10,Master,1218.3639999999998,101730.85393036118
944,POL,Department of Police,MSB Communications Division,F,66532.4,6146.76,0.0,95113,Senior,Black,2,6,Bachelor,2151.366,33302.796849444705
945,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,89587.0,85764.84,0.0,90001,Junior,Asian,2,10,High School,30017.694,2507194.153997393
946,FRS,Fire and Rescue Services,Station 7,M,71062.0,48806.34,0.0,92101,Junior,Asian,5,6,High School,17082.218999999997,1426758.9361838328
947,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,46947.29,158.42,0.0,10001,Senior,Hispanic,3,4,Ph.D,55.447,4598.241313190863
948,ABS,Alcohol Beverage Services,King Farm,M,80086.0,0.0,0.0,95113,Manager,Black,4,6,Bachelor,0.0,-32.96794059444101
949,POL,Department of Police,FSB Traffic Division School Safety Section,F,27611.5,60.62,416.15,78201,Manager,Hispanic,3,7,Master,125.2545,3108.942623457964
950,LIB,Department of Public Libraries,Little Falls Library,F,22655.43,0.0,0.0,77001,Assistant,Hispanic,1,1,Ph.D,0.0,1242.3542771853845
951,REC,Department of Recreation,Countywide Programs,M,92211.0,0.0,1907.6,85001,Manager,Pacific Islander,4,9,High School,476.9,39800.092335528905
952,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,86850.0,7450.52,0.0,92101,Assistant,Pacific Islander,5,1,Bachelor,2607.682,40102.984689544006
953,DGS,Department of General Services,Real Estate Office,F,111407.0,0.0,0.0,90001,Senior,Pacific Islander,3,9,Bachelor,0.0,1242.3542771853845
954,DOT,Department of Transportation,Transit Nicholson Ride On,M,42601.0,0.0,0.0,19102,Manager,Pacific Islander,5,8,High School,0.0,-32.96794059444101
955,HHS,Department of Health and Human Services,School Health Services,F,45821.71,146.53,0.0,77001,Junior,Other,3,4,Bachelor,51.2855,2006.629545800583
956,DOT,Department of Transportation,Parking Management Parking Operations,M,111407.0,0.0,2213.12,90001,Manager,Other,2,1,High School,553.28,46179.72987776061
957,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,79429.76,684.88,0.0,92101,Assistant,Asian,4,8,High School,239.708,4814.570519382731
958,POL,Department of Police,PSB 1st District Patrol,M,64209.0,185.23,0.0,10001,Manager,Native American,5,9,Ph.D,64.83049999999999,5381.997910173465
959,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,68261.0,10827.28,0.0,77001,Junior,Native American,4,10,Master,3789.548,316488.9316259031
960,COR,Correction and Rehabilitation,MSD Fiscal Services,F,72930.0,0.0,2172.56,78201,Junior,Asian,1,7,Ph.D,543.14,9336.42510413762
961,HHS,Department of Health and Human Services,School Health Services,M,89568.18,0.0,0.0,75201,Senior,Black,2,5,Bachelor,0.0,-32.96794059444101
962,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,65951.0,8235.34,0.0,75201,Assistant,Other,5,5,Ph.D,2882.369,240716.8289036693
963,FRS,Fire and Rescue Services,Station 34,M,78788.0,235.63,0.0,10001,Senior,White,2,4,High School,82.47049999999999,6855.378458025878
964,OIG,Office of the Inspector General,Inspector General Staff,M,75000.0,0.0,0.0,90001,Senior,Hispanic,5,6,Master,0.0,-32.96794059444101
965,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,116825.0,0.0,2320.24,95113,Manager,Other,2,3,High School,580.06,9886.620440388084
966,CCL,County Council,CCL 01 Council Members and Staff,F,55825.0,0.0,0.0,85001,Senior,Hispanic,3,4,Master,0.0,1242.3542771853845
967,POL,Department of Police,CRB Community Engagement Division Community Resource Section,F,95112.0,2427.8,6724.51,90001,Assistant,Asian,2,7,Master,2530.8575,38958.11790704743
968,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,M,101350.0,0.0,0.0,78201,Assistant,Native American,5,10,Bachelor,0.0,-32.96794059444101
969,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,109750.92,366.8,0.0,92101,Manager,Asian,5,6,Bachelor,128.38,10689.9682687759
970,REC,Department of Recreation,Aquatic Team Management,M,75411.98,0.0,0.0,92101,Junior,Native American,3,4,Master,0.0,-32.96794059444101
971,POL,Department of Police,PSB 5th District Patrol,M,91894.0,2841.65,0.0,77001,Senior,White,1,5,Bachelor,994.5775,83039.09225394543
972,FRS,Fire and Rescue Services,Station 35,M,61040.0,28805.28,0.0,90001,Assistant,White,4,6,High School,10081.847999999998,842053.127841988
973,DOT,Department of Transportation,Transit Nicholson Ride On,F,69604.0,2861.84,0.0,90001,Manager,Black,2,1,Ph.D,1001.644,16169.21932006889
974,HCA,Department of Housing and Community Affairs,Common Ownership Community Program,F,57811.38,0.0,0.0,60601,Senior,Other,3,7,High School,0.0,1242.3542771853845
975,POL,Department of Police,PSB 6th District Patrol,M,77370.0,590.98,0.0,77001,Assistant,Black,5,1,Master,206.843,17243.588332616255
976,DGS,Department of General Services,Facilities Maintenance,M,76398.18,1736.79,0.0,78201,Senior,Other,1,9,High School,607.8765,50739.90114084589
977,FRS,Fire and Rescue Services,Duty Operations Chief's Office,M,150943.0,0.0,10774.32,92101,Junior,Black,4,7,High School,2693.58,224948.2325176994
978,OMB,Office of Management and Budget,Special Projects,F,122547.7,0.0,0.0,78201,Manager,Hispanic,5,5,Master,0.0,1242.3542771853845
979,FRS,Fire and Rescue Services,Procurement,M,125583.6,0.0,0.0,78201,Junior,Native American,4,1,Master,0.0,-32.96794059444101
980,TBS,Department of Technology and Enterprise Business Solutions,OBP Public Safety Data Systems,F,128483.0,186.23,1772.64,78201,Manager,Other,2,9,Ph.D,508.3405,8817.830234044231
981,DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604.0,8949.24,0.0,77001,Manager,Asian,3,9,High School,3132.234,261586.79662414227
982,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,113656.0,0.0,0.0,90001,Junior,Pacific Islander,1,10,Master,0.0,-32.96794059444101
983,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,169856.0,0.0,0.0,90001,Senior,Other,2,8,Master,0.0,-32.96794059444101
984,DOT,Department of Transportation,Highway Services,M,106171.98,42937.68,0.0,19102,Assistant,Native American,5,7,Master,15028.187999999998,1255196.0495576514
985,FRS,Fire and Rescue Services,Rescue 1,M,96088.0,3207.64,0.0,77001,Assistant,Asian,4,4,Ph.D,1122.674,93738.34913308245
986,DOT,Department of Transportation,Transit Nicholson Ride On,M,48884.86,10431.59,0.0,85001,Manager,White,3,10,High School,3651.0565,304921.43263821024
987,POL,Department of Police,MSB Communications Division,M,111407.0,99.73,6735.04,85001,Senior,Hispanic,1,8,Master,1718.6655,143518.52389415848
988,DOT,Department of Transportation,Transportation Management,M,111898.39,0.0,0.0,77001,Junior,Native American,4,9,High School,0.0,-32.96794059444101
989,PIO,Office of Public Information,Information,M,168349.65,0.0,0.0,85001,Manager,Native American,2,10,Master,0.0,-32.96794059444101
990,COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,82673.0,1729.01,0.0,90001,Senior,Native American,5,5,Ph.D,605.1535,50512.46263564169
991,DEP,Department of Environmental Protection,Communications and Public Engagement,F,116825.0,0.0,0.0,19102,Senior,Native American,2,5,Bachelor,0.0,1242.3542771853845
992,POL,Department of Police,MSB Communications Division,M,91862.16,8862.98,0.0,60601,Senior,Black,2,8,Ph.D,3102.043,259065.09412299647
993,LIB,Department of Public Libraries,Public Service Administration,F,92211.0,0.0,2746.64,78201,Junior,Other,3,10,Bachelor,686.66,11475.212608435197
994,FRS,Fire and Rescue Services,Station 18,M,71062.0,37683.8,0.0,95113,Senior,Native American,5,4,High School,13189.33,1101605.4822411668
995,LIB,Department of Public Libraries,Wheaton Library,F,63425.0,0.0,3835.52,90001,Junior,Black,4,6,Bachelor,958.88,15531.93455952136
996,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56097.49,0.0,0.0,85001,Manager,Native American,1,9,Master,0.0,-32.96794059444101
997,POL,Department of Police,MSB Personnel Division Administration,F,101350.0,0.0,0.0,90001,Junior,White,2,8,High School,0.0,1242.3542771853845
998,HHS,Department of Health and Human Services,School Health Services,F,106250.0,0.0,0.0,92101,Assistant,Native American,2,10,Bachelor,0.0,1242.3542771853845
999,POL,Department of Police,PSB 6th District Patrol,M,77370.0,3755.34,0.0,85001,Manager,White,1,6,Master,1314.369,109749.66909456588
1000,HHS,Department of Health and Human Services,School Health Services,F,60903.5,2408.05,3877.15,75201,Assistant,Other,4,4,High School,1812.105,28247.00540925867
